TITLE	MAIN_CONTENT
Problem while drawing the schematic	"I'm trying to draw the schematic of the hardware connections using Fritzing, but am unable to find the Motor with Encoder part. Can you please tell me how to proceed, and if possible provide the part file for the Motor?"
regarding connection	"<img src=""https://d1b10bmlvqabco.cloudfront.net/attach/iv7owc122s56c1/ige11yyuhfy5ar/iwncr9oucl4d/38.png"" />     image is not clear, confusion in a wire connected in L298, whether it is connected to grnd terminal or vcc"
R-Pi Video	How long should we screen record the camera output? Is there something specific (like the R Pi) that the camera should be pointed at?
proble in com port	sir i m  unable to configure my xbee   this problem is coming
com port Error in xbee n Arduino	"sir we are having this problem   naresh@naresh-Satellite-C50-B:~/Downloads/TASK-2/Hardware Testing/Testing Instructions$ ./avrdude_script.sh  -f '/home/naresh/Downloads/TASK-2/Hardware Testing/Test files/hardware_testing.hex' help: file: /home/naresh/Downloads/TASK-2/Hardware Testing/Test files/hardware_testing.hexavrdude: ser_open(): can't open device ""/dev/ttyACM0"": No such file or directoryavrdude done.  Thank you.     pls help us         and in xbee   "
Warnings when running usb_cam-test	"We get these warnings when we run usb_cam-test.launch. It is because we haven't calibrated our camera, should we do that or is it okay? In spite of these warnings we are able to get the required output."
hardware testing sync problem	https://youtu.be/dpxssv5msY4 from video it can be seen that the output is not continuous i.e. of gyroscope and shaft encoders
Arduino ide	can we use ardiuno ide instead of atmel studio for our balance bot development ?
Unable to boot raspberry pi	Although we made micro SD card bootable successfully  and after connection neither anything is visible on monitor nor any power signal on the peripheral device connected except the red and green led on the raspberry pi so what is the problem we are not able to get.. 
Problem in running motor_publisher script	"We are running the motor_publisher python script using the rosrun command as in the image attached file but the motors connected on the output hardware are not working. We did verified the all the hardwareconnections, but found none to be erroneous.   We have also run the echo command for the subscriber of thecontroller (image attached).  Please guide us to solve the issue.Thank You"
Catkin_make fails	Catkin_make fails after running for around 20 minutes. I have already tried 3 times. The error is happening due to insufficient virtual memory i.e. RAM on the raspberry pi. What can I do?
"      Sir, can we use  Matlab instead of Scilab or Xcos for simulation to answer task 2 questions?"	 
Changes in MPU_6050 testing @hardware_testing.pdf	"Before compiling, find the line Serial.begin(38400) in MPU6050_raw. and change that to Serial.begin(57600) as we have to set the baud rate as 57600."
